Prompt: E = 4.29288, Q = 8808.75, Time = 2025-08-30 03:06:38.6
Prompt: E = 2.23745, Q = 4767.89, Time = 2025-10-22 19:55:52.2
Delayed: E = 2.34458, Q = 4936.08, Time = 2025-10-22 19:55:52.2
Prompt: E = 1.05878, Q = 2414.13, Time = 2025-10-22 21:18:42.1
Delayed: E = 2.22642, Q = 4507.27, Time = 2025-10-22 21:18:42.1
Prompt: E = 4.60326, Q = 9824.62, Time = 2025-10-22 21:28:57.9
Delayed: E = 2.16197, Q = 4861.17, Time = 2025-10-22 21:28:57.9
Prompt: E = 4.52622, Q = 9308.09, Time = 2025-10-22 21:29:08.7
Delayed: E = 2.10707, Q = 4774.97, Time = 2025-10-22 21:29:08.7
Prompt: E = 2.96488, Q = 5842.55, Time = 2025-10-22 21:30:41.6
Delayed: E = 2.12973, Q = 4335.86, Time = 2025-10-22 21:30:41.6
Prompt: E = 3.39511, Q = 6908.89, Time = 2025-10-22 21:48:02.1
Delayed: E = 2.22835, Q = 4759.1, Time = 2025-10-22 21:48:02.1
Prompt: E = 2.70201, Q = 5537.57, Time = 2025-10-22 22:08:56.7
Delayed: E = 2.0323, Q = 4244.99, Time = 2025-10-22 22:08:56.7
Prompt: E = 3.49726, Q = 7150.33, Time = 2025-10-22 22:14:16.7
Delayed: E = 2.25585, Q = 4667.22, Time = 2025-10-22 22:14:16.7
Prompt: E = 4.21767, Q = 8801.44, Time = 2025-10-22 22:16:37.8
Delayed: E = 2.13128, Q = 4694.57, Time = 2025-10-22 22:16:37.8
Prompt: E = 1.35558, Q = 3048.89, Time = 2025-10-22 23:59:32.6
Delayed: E = 2.17266, Q = 4818.63, Time = 2025-10-22 23:59:32.6
Prompt: E = 6.55152, Q = 13212.1, Time = 2025-10-23 00:06:52.5
Delayed: E = 2.19603, Q = 4806.28, Time = 2025-10-23 00:06:52.5
Prompt: E = 1.96277, Q = 4163.96, Time = 2025-10-23 00:50:43.0
Delayed: E = 2.23026, Q = 4837.26, Time = 2025-10-23 00:50:43.0
Prompt: E = 3.99936, Q = 8380.57, Time = 2025-10-23 00:52:15.5
Delayed: E = 2.22852, Q = 4828.09, Time = 2025-10-23 00:52:15.5
Prompt: E = 6.93482, Q = 14050.8, Time = 2025-10-23 08:31:34.8
Delayed: E = 2.10383, Q = 4520.27, Time = 2025-10-23 08:31:34.8
Prompt: E = 3.74422, Q = 7577.65, Time = 2025-10-23 08:51:24.0
Delayed: E = 2.12646, Q = 4491.28, Time = 2025-10-23 08:51:24.0
Prompt: E = 5.09044, Q = 10062.9, Time = 2025-10-23 08:55:13.2
Delayed: E = 2.11172, Q = 4459.05, Time = 2025-10-23 08:55:13.2
Prompt: E = 3.83094, Q = 7728, Time = 2025-10-23 11:47:05.2
Delayed: E = 2.16239, Q = 4488.66, Time = 2025-10-23 11:47:05.2
Prompt: E = 1.86795, Q = 3988.18, Time = 2025-10-23 11:55:44.6
Delayed: E = 2.15175, Q = 4335.46, Time = 2025-10-23 11:55:44.6
Prompt: E = 1.88962, Q = 4229.47, Time = 2025-10-23 12:00:40.6
Delayed: E = 2.27331, Q = 4962.22, Time = 2025-10-23 12:00:40.6
Prompt: E = 3.03225, Q = 6512.26, Time = 2025-10-23 14:26:35.9
Delayed: E = 2.22623, Q = 4627.65, Time = 2025-10-23 14:26:35.9
Prompt: E = 3.47689, Q = 7154.45, Time = 2025-10-23 16:32:20.6
Delayed: E = 2.13649, Q = 4512.83, Time = 2025-10-23 16:32:20.6
Prompt: E = 3.27755, Q = 7075.74, Time = 2025-10-23 16:57:10.6
Delayed: E = 2.25267, Q = 4935.87, Time = 2025-10-23 16:57:10.6
Prompt: E = 1.55441, Q = 3489.96, Time = 2025-10-23 16:57:44.4
Delayed: E = 2.19814, Q = 4950.28, Time = 2025-10-23 16:57:44.4
Prompt: E = 1.70824, Q = 3585.83, Time = 2025-10-23 17:34:15.4
Delayed: E = 2.20277, Q = 4525.64, Time = 2025-10-23 17:34:15.4
Prompt: E = 3.62013, Q = 7469.36, Time = 2025-10-23 18:06:29.5
Delayed: E = 2.18266, Q = 4635.3, Time = 2025-10-23 18:06:29.5
Prompt: E = 4.15426, Q = 8744.43, Time = 2025-10-23 18:29:14.8
Delayed: E = 2.01628, Q = 4544.42, Time = 2025-10-23 18:29:14.8
Prompt: E = 3.17411, Q = 6760.51, Time = 2025-10-23 18:32:04.1
Delayed: E = 2.21902, Q = 4896.81, Time = 2025-10-23 18:32:04.1
Prompt: E = 4.22808, Q = 8943.96, Time = 2025-10-23 19:22:18.8
Delayed: E = 2.16179, Q = 4855.24, Time = 2025-10-23 19:22:18.8
Prompt: E = 4.04068, Q = 7957.96, Time = 2025-10-23 21:40:15.3
Delayed: E = 2.19272, Q = 4464.88, Time = 2025-10-23 21:40:15.3
Prompt: E = 4.30412, Q = 9055.02, Time = 2025-10-23 21:51:37.8
Delayed: E = 2.14572, Q = 4829.07, Time = 2025-10-23 21:51:37.8
Prompt: E = 1.1306, Q = 2631.4, Time = 2025-10-23 21:52:54.9
Delayed: E = 2.28584, Q = 4878.89, Time = 2025-10-23 21:52:54.9
Prompt: E = 6.42328, Q = 12574.3, Time = 2025-10-23 22:15:47.0
Delayed: E = 2.13517, Q = 4650.02, Time = 2025-10-23 22:15:47.0
Prompt: E = 5.11319, Q = 10525.5, Time = 2025-10-23 22:29:50.7
Delayed: E = 2.22745, Q = 4747.29, Time = 2025-10-23 22:29:50.7
Prompt: E = 4.41171, Q = 8832.66, Time = 2025-10-23 23:17:43.7
Delayed: E = 2.22452, Q = 4618.22, Time = 2025-10-23 23:17:43.7
Prompt: E = 2.15475, Q = 4736.02, Time = 2025-10-23 23:54:12.6
Delayed: E = 2.09986, Q = 4816.51, Time = 2025-10-23 23:54:12.6
Prompt: E = 1.19746, Q = 2781.63, Time = 2025-10-24 00:01:47.5
Delayed: E = 2.15477, Q = 4743.54, Time = 2025-10-24 00:01:47.5
Prompt: E = 5.55867, Q = 11141.8, Time = 2025-10-24 00:39:07.3
Delayed: E = 2.27569, Q = 4836.64, Time = 2025-10-24 00:39:07.3
Prompt: E = 2.01624, Q = 4194.24, Time = 2025-10-24 01:12:11.9
Delayed: E = 2.10967, Q = 4667.88, Time = 2025-10-24 01:12:11.9
Prompt: E = 3.56331, Q = 7072.87, Time = 2025-10-24 01:30:31.0
Delayed: E = 2.11948, Q = 4219.67, Time = 2025-10-24 01:30:31.0
Prompt: E = 4.93237, Q = 9521.81, Time = 2025-10-24 01:33:37.2
Delayed: E = 2.22808, Q = 4690.69, Time = 2025-10-24 01:33:37.2
Prompt: E = 4.38311, Q = 8817.87, Time = 2025-10-24 01:55:29.5
Delayed: E = 2.25815, Q = 4820.29, Time = 2025-10-24 01:55:29.5
Prompt: E = 1.00174, Q = 2629.4, Time = 2025-10-24 02:03:02.6
Delayed: E = 2.2651, Q = 5030.26, Time = 2025-10-24 02:03:02.6
Prompt: E = 4.71649, Q = 9700.43, Time = 2025-10-24 03:24:14.4
Delayed: E = 2.18402, Q = 4799.73, Time = 2025-10-24 03:24:14.4
Prompt: E = 6.01546, Q = 12352.6, Time = 2025-10-24 03:26:05.0
Delayed: E = 2.27932, Q = 4951.66, Time = 2025-10-24 03:26:05.0
Prompt: E = 5.81975, Q = 12025.1, Time = 2025-10-24 03:37:36.9
Delayed: E = 2.1207, Q = 4623.62, Time = 2025-10-24 03:37:36.9
Prompt: E = 3.13406, Q = 6397.09, Time = 2025-10-24 04:47:22.7
Delayed: E = 2.2815, Q = 4840.71, Time = 2025-10-24 04:47:22.7
Prompt: E = 4.3752, Q = 8730.82, Time = 2025-10-24 05:06:04.8
Delayed: E = 2.19089, Q = 4626.01, Time = 2025-10-24 05:06:04.8
Prompt: E = 1.24801, Q = 2948.71, Time = 2025-10-24 06:53:43.5
Delayed: E = 2.20399, Q = 4820.55, Time = 2025-10-24 06:53:43.5
Prompt: E = 2.41225, Q = 5301.35, Time = 2025-10-24 07:03:47.1
Delayed: E = 2.19049, Q = 4745, Time = 2025-10-24 07:03:47.1
Prompt: E = 1.63732, Q = 3531.14, Time = 2025-10-24 08:05:11.3
Delayed: E = 2.14293, Q = 4637.52, Time = 2025-10-24 08:05:11.3
Prompt: E = 6.32083, Q = 12161.3, Time = 2025-10-24 08:12:37.5
Delayed: E = 2.06807, Q = 4348.73, Time = 2025-10-24 08:12:37.5
Prompt: E = 1.40378, Q = 3108.35, Time = 2025-10-24 08:20:00.4
Delayed: E = 2.3255, Q = 5071.24, Time = 2025-10-24 08:20:00.4
Prompt: E = 1.44863, Q = 3272.51, Time = 2025-10-24 08:20:41.1
Delayed: E = 2.26536, Q = 4733.26, Time = 2025-10-24 08:20:41.1
Prompt: E = 4.72563, Q = 9255.85, Time = 2025-10-24 08:47:27.2
Delayed: E = 2.22011, Q = 4566.44, Time = 2025-10-24 08:47:27.2
Prompt: E = 2.18515, Q = 4660.06, Time = 2025-10-24 09:29:02.4
Delayed: E = 2.17526, Q = 4643.63, Time = 2025-10-24 09:29:02.4
Prompt: E = 3.59863, Q = 7868.76, Time = 2025-10-24 09:48:13.6
Delayed: E = 2.23964, Q = 4960.23, Time = 2025-10-24 09:48:13.6
Prompt: E = 1.15966, Q = 2653.88, Time = 2025-10-24 10:20:19.6
Delayed: E = 2.18903, Q = 4774.47, Time = 2025-10-24 10:20:19.6
Prompt: E = 6.28432, Q = 12619.9, Time = 2025-10-24 10:22:00.5
Delayed: E = 2.17642, Q = 4813.91, Time = 2025-10-24 10:22:00.5
Prompt: E = 4.81297, Q = 9468.51, Time = 2025-10-24 11:06:30.0
Delayed: E = 2.16689, Q = 4447.64, Time = 2025-10-24 11:06:30.0
Prompt: E = 1.10239, Q = 2618.32, Time = 2025-10-24 11:20:14.3
Delayed: E = 2.15724, Q = 4796.81, Time = 2025-10-24 11:20:14.3
Prompt: E = 7.68333, Q = 15216.8, Time = 2025-10-24 11:31:13.2
Delayed: E = 2.16868, Q = 4658.05, Time = 2025-10-24 11:31:13.2
Prompt: E = 3.3088, Q = 7095.71, Time = 2025-10-24 12:47:33.3
Delayed: E = 2.2806, Q = 5192.88, Time = 2025-10-24 12:47:33.3
Prompt: E = 4.53763, Q = 9346.51, Time = 2025-10-24 12:49:55.3
Delayed: E = 2.09837, Q = 4471.91, Time = 2025-10-24 12:49:55.3
Prompt: E = 2.84067, Q = 6379.52, Time = 2025-10-24 14:04:14.1
Delayed: E = 2.1837, Q = 4807.22, Time = 2025-10-24 14:04:14.1
Prompt: E = 3.30366, Q = 7080.03, Time = 2025-10-24 14:42:21.8
Delayed: E = 2.16423, Q = 4834.58, Time = 2025-10-24 14:42:21.8
Prompt: E = 3.02244, Q = 6283.18, Time = 2025-10-24 14:59:58.8
Delayed: E = 2.14662, Q = 4629.24, Time = 2025-10-24 14:59:58.8
Prompt: E = 2.4888, Q = 5301.3, Time = 2025-10-24 15:26:14.7
Delayed: E = 2.11773, Q = 4577.87, Time = 2025-10-24 15:26:14.7
Prompt: E = 2.87807, Q = 5868.46, Time = 2025-10-24 15:52:38.7
Delayed: E = 2.10372, Q = 4443.96, Time = 2025-10-24 15:52:38.7
Prompt: E = 3.10228, Q = 6492.97, Time = 2025-10-24 16:04:16.2
Delayed: E = 2.30374, Q = 5010.39, Time = 2025-10-24 16:04:16.2
Prompt: E = 2.04394, Q = 4367.82, Time = 2025-10-24 16:29:46.9
Delayed: E = 2.18438, Q = 4665.39, Time = 2025-10-24 16:29:46.9
Prompt: E = 1.08697, Q = 2505.09, Time = 2025-10-24 16:42:13.2
Delayed: E = 2.09668, Q = 4363.87, Time = 2025-10-24 16:42:13.2
Prompt: E = 4.3794, Q = 8753.62, Time = 2025-10-24 16:53:16.8
Delayed: E = 2.22992, Q = 4570.08, Time = 2025-10-24 16:53:16.8
Prompt: E = 5.48613, Q = 11312.7, Time = 2025-10-24 16:57:04.0
Delayed: E = 2.17333, Q = 4771.42, Time = 2025-10-24 16:57:04.0
Prompt: E = 4.82632, Q = 9469.23, Time = 2025-10-24 17:04:27.3
Delayed: E = 2.14805, Q = 4467.95, Time = 2025-10-24 17:04:27.3
Prompt: E = 4.13124, Q = 8518.81, Time = 2025-10-24 20:18:30.5
Delayed: E = 2.27354, Q = 4848.02, Time = 2025-10-24 20:18:30.5
Prompt: E = 2.86569, Q = 6026.4, Time = 2025-10-24 20:18:43.9
Delayed: E = 2.25711, Q = 4960.28, Time = 2025-10-24 20:18:43.9
Prompt: E = 3.49688, Q = 7092.9, Time = 2025-10-24 21:01:38.3
Delayed: E = 2.17464, Q = 4546.04, Time = 2025-10-24 21:01:38.3
Prompt: E = 2.01084, Q = 4333.58, Time = 2025-10-24 22:11:06.1
Delayed: E = 2.21109, Q = 4685.54, Time = 2025-10-24 22:11:06.1
Prompt: E = 1.56431, Q = 3362.51, Time = 2025-10-24 22:31:08.2
Delayed: E = 2.11452, Q = 4350.93, Time = 2025-10-24 22:31:08.2
Prompt: E = 6.32918, Q = 12741.6, Time = 2025-10-24 22:39:15.1
Delayed: E = 2.26979, Q = 4891.74, Time = 2025-10-24 22:39:15.1
Prompt: E = 8.42726, Q = 16570.6, Time = 2025-10-24 23:16:42.3
Delayed: E = 2.1806, Q = 4599.26, Time = 2025-10-24 23:16:42.3
Prompt: E = 4.21483, Q = 8301.31, Time = 2025-10-25 00:08:52.2
Delayed: E = 2.20566, Q = 4674.17, Time = 2025-10-25 00:08:52.2
Prompt: E = 6.78198, Q = 14125.9, Time = 2025-10-25 00:16:06.9
Delayed: E = 2.21164, Q = 4855.9, Time = 2025-10-25 00:16:06.9
Prompt: E = 2.24343, Q = 4856.21, Time = 2025-10-25 01:00:06.0
Delayed: E = 2.14298, Q = 4515, Time = 2025-10-25 01:00:06.0
Prompt: E = 3.63473, Q = 7143.75, Time = 2025-10-25 01:58:03.1
Delayed: E = 2.18253, Q = 4445.27, Time = 2025-10-25 01:58:03.1
Prompt: E = 3.36313, Q = 6760.78, Time = 2025-10-25 02:37:27.7
Delayed: E = 2.229, Q = 4682.51, Time = 2025-10-25 02:37:27.7
Prompt: E = 3.11807, Q = 6451.25, Time = 2025-10-25 02:40:55.6
Delayed: E = 2.0556, Q = 4268.01, Time = 2025-10-25 02:40:55.6
Prompt: E = 3.30104, Q = 6854.04, Time = 2025-10-25 03:24:40.0
Delayed: E = 2.23709, Q = 4834.3, Time = 2025-10-25 03:24:40.0
Prompt: E = 2.46826, Q = 5307.42, Time = 2025-10-25 03:58:55.7
Delayed: E = 2.10923, Q = 4481.31, Time = 2025-10-25 03:58:55.7
Prompt: E = 6.63609, Q = 13953.3, Time = 2025-10-25 04:30:14.9
Delayed: E = 2.17671, Q = 4896.78, Time = 2025-10-25 04:30:14.9
Prompt: E = 5.60007, Q = 11582.2, Time = 2025-10-25 04:43:14.2
Delayed: E = 2.20485, Q = 4759.15, Time = 2025-10-25 04:43:14.2
Prompt: E = 3.77102, Q = 7479.63, Time = 2025-10-25 05:02:48.7
Delayed: E = 2.12392, Q = 4333.44, Time = 2025-10-25 05:02:48.7
Prompt: E = 4.24638, Q = 8306.31, Time = 2025-10-25 06:10:41.3
Delayed: E = 2.24444, Q = 4637.35, Time = 2025-10-25 06:10:41.3
Prompt: E = 3.30335, Q = 6552.59, Time = 2025-10-25 06:12:52.0
Delayed: E = 2.23939, Q = 4416.68, Time = 2025-10-25 06:12:52.0
Prompt: E = 2.5831, Q = 5402.85, Time = 2025-10-25 06:37:11.4
Delayed: E = 2.10321, Q = 4320.99, Time = 2025-10-25 06:37:11.4
Prompt: E = 5.46881, Q = 10506.7, Time = 2025-10-25 07:00:20.7
Delayed: E = 2.22209, Q = 4714.34, Time = 2025-10-25 07:00:20.7
Prompt: E = 3.34526, Q = 6710.98, Time = 2025-10-25 07:18:13.5
Delayed: E = 2.13025, Q = 4501.98, Time = 2025-10-25 07:18:13.5
Prompt: E = 4.17205, Q = 8454.39, Time = 2025-10-25 07:30:57.4
Delayed: E = 2.24945, Q = 4725.21, Time = 2025-10-25 07:30:57.4
Prompt: E = 5.72961, Q = 12072.8, Time = 2025-10-25 07:34:11.5
Delayed: E = 2.18144, Q = 4862.9, Time = 2025-10-25 07:34:11.5
Prompt: E = 1.38179, Q = 3188.9, Time = 2025-10-25 08:02:30.1
Delayed: E = 2.13989, Q = 4598.86, Time = 2025-10-25 08:02:30.1
Prompt: E = 3.67834, Q = 8014.13, Time = 2025-10-25 09:41:41.4
Delayed: E = 2.2006, Q = 4979.74, Time = 2025-10-25 09:41:41.4
Prompt: E = 6.41207, Q = 12061.4, Time = 2025-10-25 09:54:24.2
Delayed: E = 2.22084, Q = 4423.89, Time = 2025-10-25 09:54:24.2
Prompt: E = 4.266, Q = 8563.91, Time = 2025-10-25 09:59:12.8
Delayed: E = 2.21114, Q = 4702.46, Time = 2025-10-25 09:59:12.8
Prompt: E = 3.63831, Q = 7591.38, Time = 2025-10-25 10:36:24.3
Delayed: E = 2.13714, Q = 4767.87, Time = 2025-10-25 10:36:24.3
Prompt: E = 6.2528, Q = 12361.4, Time = 2025-10-25 11:16:41.4
Delayed: E = 2.2016, Q = 4683.53, Time = 2025-10-25 11:16:41.4
Prompt: E = 2.05624, Q = 4354.81, Time = 2025-10-25 11:19:38.7
Delayed: E = 2.1691, Q = 4515.92, Time = 2025-10-25 11:19:38.7
Prompt: E = 4.91312, Q = 9965.2, Time = 2025-10-25 11:39:23.3
Delayed: E = 2.1805, Q = 4629.31, Time = 2025-10-25 11:39:23.3
Prompt: E = 5.56934, Q = 10759.8, Time = 2025-10-25 14:04:04.0
Delayed: E = 2.2522, Q = 4651.08, Time = 2025-10-25 14:04:04.0
Prompt: E = 4.56452, Q = 9835.19, Time = 2025-10-25 14:07:19.4
Delayed: E = 2.12349, Q = 4879.91, Time = 2025-10-25 14:07:19.4
Prompt: E = 2.43191, Q = 5019.47, Time = 2025-10-25 15:07:26.2
Delayed: E = 2.30734, Q = 4802.18, Time = 2025-10-25 15:07:26.2
Prompt: E = 6.33959, Q = 12239.9, Time = 2025-10-25 15:56:47.0
Delayed: E = 2.08554, Q = 4245.9, Time = 2025-10-25 15:56:47.0
Prompt: E = 2.58735, Q = 5450.11, Time = 2025-10-25 17:11:47.4
Delayed: E = 2.28436, Q = 4854.69, Time = 2025-10-25 17:11:47.4
Prompt: E = 7.21493, Q = 13630.3, Time = 2025-10-25 18:05:45.6
Delayed: E = 2.09453, Q = 4232.99, Time = 2025-10-25 18:05:45.6
Prompt: E = 2.93964, Q = 6029.84, Time = 2025-10-25 18:20:07.6
Delayed: E = 2.26568, Q = 4843.99, Time = 2025-10-25 18:20:07.6
Prompt: E = 2.67803, Q = 5529.55, Time = 2025-10-25 18:30:30.0
Delayed: E = 2.19941, Q = 4734.95, Time = 2025-10-25 18:30:30.0
Prompt: E = 4.91059, Q = 10387.8, Time = 2025-10-25 18:45:59.5
Delayed: E = 2.13212, Q = 4670.44, Time = 2025-10-25 18:45:59.5
Prompt: E = 7.16262, Q = 14125.4, Time = 2025-10-25 19:19:41.5
Delayed: E = 2.23781, Q = 4710.1, Time = 2025-10-25 19:19:41.5
Prompt: E = 3.93763, Q = 8175.83, Time = 2025-10-25 19:23:38.1
Delayed: E = 2.23636, Q = 4719, Time = 2025-10-25 19:23:38.1
Prompt: E = 1.12274, Q = 2599.69, Time = 2025-10-25 19:53:52.7
Delayed: E = 2.19833, Q = 4508.1, Time = 2025-10-25 19:53:52.7
Prompt: E = 9.33075, Q = 18834.6, Time = 2025-10-25 23:16:07.9
Delayed: E = 2.21302, Q = 4714.75, Time = 2025-10-25 23:16:07.9
Prompt: E = 2.0483, Q = 4230.94, Time = 2025-10-25 23:46:36.9
Delayed: E = 2.33303, Q = 4880.59, Time = 2025-10-25 23:46:36.9
Prompt: E = 2.07222, Q = 4464.91, Time = 2025-10-26 00:04:21.2
Delayed: E = 2.27424, Q = 4904.7, Time = 2025-10-26 00:04:21.2
Prompt: E = 2.67733, Q = 5690.62, Time = 2025-10-26 00:12:27.0
Delayed: E = 2.19305, Q = 4778.06, Time = 2025-10-26 00:12:27.0
Prompt: E = 5.61261, Q = 11645.1, Time = 2025-10-26 00:22:01.7
Delayed: E = 2.20282, Q = 4934.73, Time = 2025-10-26 00:22:01.7
Prompt: E = 2.23637, Q = 4772.27, Time = 2025-10-26 02:23:34.7
Delayed: E = 2.33101, Q = 5102.56, Time = 2025-10-26 02:23:34.7
Prompt: E = 1.54752, Q = 3554.87, Time = 2025-10-26 02:55:22.2
Delayed: E = 2.09796, Q = 4604.62, Time = 2025-10-26 02:55:22.2
Prompt: E = 4.57625, Q = 9038.41, Time = 2025-10-26 03:55:31.8
Delayed: E = 2.11006, Q = 4502.42, Time = 2025-10-26 03:55:31.8
Prompt: E = 6.49786, Q = 13471.8, Time = 2025-10-26 05:07:12.6
Delayed: E = 2.16324, Q = 4750.67, Time = 2025-10-26 05:07:12.6
Prompt: E = 7.97367, Q = 15503.9, Time = 2025-10-26 06:06:05.3
Delayed: E = 2.14655, Q = 4525.91, Time = 2025-10-26 06:06:05.3
Prompt: E = 6.75085, Q = 13784.7, Time = 2025-10-26 06:17:42.1
Delayed: E = 2.22126, Q = 4801.12, Time = 2025-10-26 06:17:42.1
Prompt: E = 2.59699, Q = 5590.34, Time = 2025-10-26 06:27:51.8
Delayed: E = 2.17438, Q = 4632.99, Time = 2025-10-26 06:27:51.8
Prompt: E = 3.11934, Q = 6393.42, Time = 2025-10-26 07:31:31.8
Delayed: E = 2.1973, Q = 4793.5, Time = 2025-10-26 07:31:31.8
Prompt: E = 3.96414, Q = 8252.49, Time = 2025-10-26 08:15:01.9
Delayed: E = 2.07511, Q = 4480.89, Time = 2025-10-26 08:15:01.9
Prompt: E = 2.86245, Q = 6093.16, Time = 2025-10-26 08:19:05.7
Delayed: E = 2.20635, Q = 4839.33, Time = 2025-10-26 08:19:05.7
Prompt: E = 4.80812, Q = 9726.82, Time = 2025-10-26 08:23:39.8
Delayed: E = 2.09086, Q = 4412.18, Time = 2025-10-26 08:23:39.8
Prompt: E = 2.86014, Q = 5994.64, Time = 2025-10-26 08:41:13.9
Delayed: E = 2.25533, Q = 4734.35, Time = 2025-10-26 08:41:13.9
Prompt: E = 2.52534, Q = 5469.53, Time = 2025-10-26 09:41:23.6
Delayed: E = 2.1074, Q = 4613.52, Time = 2025-10-26 09:41:23.6
Prompt: E = 1.71484, Q = 3864.62, Time = 2025-10-26 11:01:32.2
Delayed: E = 2.15178, Q = 4778.32, Time = 2025-10-26 11:01:32.2
Prompt: E = 2.43186, Q = 5087.77, Time = 2025-10-26 11:11:31.6
Delayed: E = 2.14126, Q = 4489.32, Time = 2025-10-26 11:11:31.6
Prompt: E = 5.73624, Q = 11310.1, Time = 2025-10-26 11:23:56.2
Delayed: E = 2.14777, Q = 4551.15, Time = 2025-10-26 11:23:56.2
Prompt: E = 6.45803, Q = 13229.2, Time = 2025-10-26 11:36:59.7
Delayed: E = 2.28468, Q = 4882.18, Time = 2025-10-26 11:36:59.7
Prompt: E = 2.43085, Q = 4978.42, Time = 2025-10-26 11:38:36.9
Delayed: E = 2.26495, Q = 4718.82, Time = 2025-10-26 11:38:36.9
Prompt: E = 5.87619, Q = 12114.5, Time = 2025-10-26 12:58:50.4
Delayed: E = 2.14959, Q = 4742.99, Time = 2025-10-26 12:58:50.4
Prompt: E = 2.5649, Q = 5468.98, Time = 2025-10-26 13:35:35.2
Delayed: E = 2.16786, Q = 4678.08, Time = 2025-10-26 13:35:35.2
Prompt: E = 6.29915, Q = 12990.6, Time = 2025-10-26 14:08:16.3
Delayed: E = 2.17915, Q = 4757.79, Time = 2025-10-26 14:08:16.3
Prompt: E = 4.25475, Q = 8839.16, Time = 2025-10-26 14:34:58.9
Delayed: E = 2.14274, Q = 4669.59, Time = 2025-10-26 14:34:58.9
Prompt: E = 3.45532, Q = 6868.33, Time = 2025-10-26 15:04:54.1
Delayed: E = 2.19313, Q = 4517.74, Time = 2025-10-26 15:04:54.1
Prompt: E = 6.0259, Q = 11544.4, Time = 2025-10-26 15:10:52.6
Delayed: E = 2.15962, Q = 4431.56, Time = 2025-10-26 15:10:52.6
Prompt: E = 7.93313, Q = 15741, Time = 2025-10-26 15:38:41.7
Delayed: E = 2.18058, Q = 4676.38, Time = 2025-10-26 15:38:41.7
Prompt: E = 1.57244, Q = 3551.3, Time = 2025-10-26 16:10:21.2
Delayed: E = 2.20969, Q = 4731.54, Time = 2025-10-26 16:10:21.2
Prompt: E = 1.41855, Q = 3226.57, Time = 2025-10-26 16:21:43.2
Delayed: E = 2.18866, Q = 4780.25, Time = 2025-10-26 16:21:43.2
Prompt: E = 5.80903, Q = 11895, Time = 2025-10-26 17:36:09.8
Delayed: E = 2.23619, Q = 4897.96, Time = 2025-10-26 17:36:09.8
Prompt: E = 1.70422, Q = 3824.99, Time = 2025-10-26 17:36:09.9
Delayed: E = 2.32273, Q = 5129.42, Time = 2025-10-26 17:36:09.9
Prompt: E = 2.62939, Q = 5806.85, Time = 2025-10-26 17:36:09.9
Delayed: E = 2.17929, Q = 4763.94, Time = 2025-10-26 17:36:09.9
Prompt: E = 3.62604, Q = 7609.37, Time = 2025-10-26 17:36:10.0
Delayed: E = 2.19299, Q = 4796.76, Time = 2025-10-26 17:36:10.0
Prompt: E = 5.84786, Q = 12017.9, Time = 2025-10-26 17:45:33.7
Delayed: E = 2.20056, Q = 4790.77, Time = 2025-10-26 17:45:33.7
Prompt: E = 1.67684, Q = 3484.79, Time = 2025-10-26 18:58:35.8
Delayed: E = 2.21496, Q = 4381.56, Time = 2025-10-26 18:58:35.8
Prompt: E = 8.89166, Q = 17605.7, Time = 2025-10-26 19:22:29.7
Delayed: E = 2.18821, Q = 4795.19, Time = 2025-10-26 19:22:29.7
Prompt: E = 1.57723, Q = 3231.47, Time = 2025-10-26 20:31:53.2
Delayed: E = 2.18666, Q = 4419.36, Time = 2025-10-26 20:31:53.2
Prompt: E = 2.24418, Q = 4510.82, Time = 2025-10-26 20:33:14.5
Delayed: E = 2.13669, Q = 4325.18, Time = 2025-10-26 20:33:14.5
Prompt: E = 3.67973, Q = 7341.49, Time = 2025-10-26 21:37:31.8
Delayed: E = 2.27308, Q = 4732.12, Time = 2025-10-26 21:37:31.8
Prompt: E = 4.15365, Q = 8636.21, Time = 2025-10-26 21:48:10.1
Delayed: E = 2.10725, Q = 4586.54, Time = 2025-10-26 21:48:10.1
Prompt: E = 2.27154, Q = 4947.11, Time = 2025-10-26 22:19:51.8
Delayed: E = 2.18987, Q = 4930.42, Time = 2025-10-26 22:19:51.8
Prompt: E = 3.94673, Q = 8066.25, Time = 2025-10-26 23:43:16.2
Delayed: E = 2.12302, Q = 4398.96, Time = 2025-10-26 23:43:16.2
Prompt: E = 5.09541, Q = 9703.1, Time = 2025-10-27 00:04:47.5
Delayed: E = 2.2399, Q = 4462.65, Time = 2025-10-27 00:04:47.5
Prompt: E = 3.19715, Q = 6730.96, Time = 2025-10-27 00:05:51.1
Delayed: E = 2.16618, Q = 4701.51, Time = 2025-10-27 00:05:51.1
Prompt: E = 6.4353, Q = 12167.5, Time = 2025-10-27 00:06:25.7
Delayed: E = 2.19291, Q = 4415.33, Time = 2025-10-27 00:06:25.7
Prompt: E = 1.32358, Q = 3036.29, Time = 2025-10-27 00:26:56.8
Delayed: E = 2.09705, Q = 4459.54, Time = 2025-10-27 00:26:56.8
Prompt: E = 1.44313, Q = 3227.76, Time = 2025-10-27 00:58:08.8
Delayed: E = 2.11362, Q = 4461.45, Time = 2025-10-27 00:58:08.8
Prompt: E = 2.17069, Q = 4636.89, Time = 2025-10-27 01:20:11.1
Delayed: E = 2.16973, Q = 4485.75, Time = 2025-10-27 01:20:11.1
